,Hotel_name,Are, Review, price,url,facilities,checklist_facilities,city
101,كابيتال أو 162 – فندق برزين,4.1 كلم من المركز, 7.0 ,139,https://booking.com/hotel/sa/brzeen.ar.html?aid=376381&amp;label=bookings-naam-2uTcbFKg71zdecKXPeifzQS267724713972%3Apl%3Ata%3Ap1%3Ap22%2C585%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-299768345418%3Alp9076757%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YV19IumoQ3O5HnTajxNh2ss&amp;sid=ef82b613be80bc9017ec0bbaf97ff9c5&amp;all_sr_blocks=24533013_168118230_2_0_0&amp;checkin=2020-05-19&amp;checkout=2020-05-20&amp;dest_id=900040280&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=2&amp;highlighted_blocks=24533013_168118230_2_0_0&amp;hpos=2&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=24533013_168118230_2_0_0__13917&amp;srepoch=1587115748&amp;srpvid=48c642b25a230062&amp;ucfs=1&amp;from=searchresults,['24-hour front desk'],"['الحيوانات الأليفة:الحيوانات الأليفة غير مسموح بها :', 'مأكولات ومشروبات:زجاجة مياه:رسوم إضافية:', 'إنترنت:', 'موقف سيارات:', 'لا تتوفر أماكن لوقوف السيارات.:', 'خدمات:خدمة تنظيف يومية:خزائن:خدمة الغرف:', 'الحماية\t:طفايات حريق:كاميرات دوائر تلفزيونية مغلقة في المناطق المشتركة:', 'عام:تكييف:ممنوع  التدخين في كل الأماكن:غرف عائلية:مرافق لذوي الاحتياجات الخاصة:غرف لغير المدخنين:', 'لغات التحدث:', 'العربية:الإنجليزية:الهندية:']",Riyadh
102,جولدن ديون هوتل & سويت,12 كلم من المركز, 8.3 ,280,https://booking.com/hotel/sa/golden-dune.ar.html?aid=376381&amp;label=bookings-naam-2uTcbFKg71zdecKXPeifzQS267724713972%3Apl%3Ata%3Ap1%3Ap22%2C585%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-299768345418%3Alp9076757%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YV19IumoQ3O5HnTajxNh2ss&amp;sid=ef82b613be80bc9017ec0bbaf97ff9c5&amp;all_sr_blocks=203963001_248716457_2_1_0&amp;checkin=2020-05-19&amp;checkout=2020-05-20&amp;dest_id=900040280&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=3&amp;highlighted_blocks=203963001_248716457_2_1_0&amp;hpos=3&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=203963001_248716457_2_1_0__28000&amp;srepoch=1587115748&amp;srpvid=48c642b25a230062&amp;ucfs=1&amp;from=searchresults,['Elevator'],"['الحيوانات الأليفة:الحيوانات الأليفة غير مسموح بها :', 'مأكولات ومشروبات:شوكولاته أو بسكويت:رسوم إضافية:زجاجة مياه:مطعم:', 'إنترنت:', 'موقف سيارات:', 'يتوفر موقف مجاني و خاص للسيارت في الموقع (لا يُطلب الحجز المسبق).:موقف للسيارات ملائم لذوي الاحتياجات الخاصة:موقف للسيارات في الشارع:موقف آمن للسيارات:', 'خدمات:خدمة توصيل البقالة:خزائن:فاكس / نسخ مستندات:رسوم إضافية:جناح العرسان:مركز أعمال:مكتب استقبال على مدار 24 ساعة:قاعات اجتماعات / ولائم:رسوم إضافية:خدمة الغرف:', 'عام:تكييف:مصلى / مزار:مصعد:غرف عائلية:غرف لغير المدخنين:', 'لغات التحدث:', 'العربية:الإنجليزية:الهندية:']",Riyadh
103,Towlan Al Rawdah,9 كلم من المركز, 7.4 ,225,https://booking.com/hotel/sa/towlan-al-rawdah.ar.html?aid=376381&amp;label=bookings-naam-2uTcbFKg71zdecKXPeifzQS267724713972%3Apl%3Ata%3Ap1%3Ap22%2C585%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-299768345418%3Alp9076757%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YV19IumoQ3O5HnTajxNh2ss&amp;sid=ef82b613be80bc9017ec0bbaf97ff9c5&amp;all_sr_blocks=269900501_106315488_0_0_0&amp;checkin=2020-05-19&amp;checkout=2020-05-20&amp;dest_id=900040280&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=4&amp;highlighted_blocks=269900501_106315488_0_0_0&amp;hpos=4&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=269900501_106315488_0_0_0__22500&amp;srepoch=1587115748&amp;srpvid=48c642b25a230062&amp;ucfs=1&amp;from=searchresults,[],"['أنشطة خارجية:حديقة:', 'الحيوانات الأليفة:الحيوانات الأليفة غير مسموح بها :', 'إنترنت:', 'موقف سيارات:', 'يتوفر موقف مجاني و عام للسيارت في الموقع (لا يُطلب الحجز المسبق).:موقف للسيارات ملائم لذوي الاحتياجات الخاصة:موقف للسيارات في الشارع:', 'خدمات تنظيف:خدمة كي الملابس:رسوم إضافية:', 'متفرقات:تكييف:ممنوع  التدخين في كل الأماكن:غرفة خالية من مسببات الحساسية:غرف عازلة للصوت:مصعد:غرف عائلية:غرف لغير المدخنين:', 'لغات التحدث:', 'العربية:الإنجليزية:']",Riyadh
104,First Room Hotel Apartments,4.5 كلم من المركز, 8.7 ,200,https://booking.com/hotel/sa/firstroomhotelapartment.ar.html?aid=376381&amp;label=bookings-naam-2uTcbFKg71zdecKXPeifzQS267724713972%3Apl%3Ata%3Ap1%3Ap22%2C585%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-299768345418%3Alp9076757%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YV19IumoQ3O5HnTajxNh2ss&amp;sid=ef82b613be80bc9017ec0bbaf97ff9c5&amp;all_sr_blocks=613473410_243925858_2_2_0&amp;checkin=2020-05-19&amp;checkout=2020-05-20&amp;dest_id=900040280&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=5&amp;highlighted_blocks=613473410_243925858_2_2_0&amp;hpos=5&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=613473410_243925858_2_2_0__19980&amp;srepoch=1587115748&amp;srpvid=48c642b25a230062&amp;ucfs=1&amp;from=searchresults,['Free parking'],"['أنشطة خارجية:مدفأة خارجية:تراس التشمس:تراس:حديقة:', 'الحيوانات الأليفة:الحيوانات الأليفة غير مسموح بها :', 'أنشطة:فعاليات رياضية حية (مباشرة):بلياردو:', 'مأكولات ومشروبات:مقهى في الموقع:زجاجة مياه:خدمة توصيل البقالة:مطعم:', 'إنترنت:لا تتوفر خدمة الإنترنت :', 'موقف سيارات:', 'يتوفر موقف مجاني و خاص للسيارت في الموقع (لا يُطلب الحجز المسبق).:موقف للسيارات ملائم لذوي الاحتياجات الخاصة:مرآب للسيارات:موقف للسيارات في الشارع:موقف آمن للسيارات:', 'مسابح ومرافق عناية بالصحة:مسبح أطفال:مظلات شمسية:مركز للياقة البدنية:', 'خدمات استقبال:خزائن:خدمة كونسيرج:تخزين الأمتعة:تسجيل سريع للوصول والمغادرة:مكتب استقبال على مدار 24 ساعة:', 'مناطق عامة:مصلى / مزار:غرفة ألعاب:', 'خدمات عائلية وترفيهية:شبكات تلفزيون للأطفال:منطقة ألعاب داخلية:نادي للأطفال:ملعب للأطفال:', 'خدمات تنظيف:خدمة تنظيف يومية:تلميع الأحذية:', 'مرافق أعمال:فاكس / نسخ مستندات:رسوم إضافية:مركز أعمال:رسوم إضافية:قاعات اجتماعات / ولائم:رسوم إضافية:', 'الحماية\t:طفايات حريق:كاميرات دوائر تلفزيونية مغلقة خارج مكان الإقامة:كاميرات دوائر تلفزيونية مغلقة في المناطق المشتركة:أجهزة إنذار الدخان:جرس الإنذار:أمن على مدار الساعة:صندوق الأمانات:', 'متفرقات:التوجيه السمعي:مساعدات بصرية: علامات باللمس:مساعدات بصرية: برايل:حبل طوارئ في الحمّام:حوض منخفض:مرحاض بمستوى مرتفع:مرحاض بمقابض:ملائمة لمستخدمي الكراسي المتحركة:مكان مخصص للتدخين:تكييف:غرفة خالية من مسببات الحساسية:تدفئة:غرف عازلة للصوت:مصعد:جناح العرسان:غرف عائلية:مرافق لذوي الاحتياجات الخاصة:غرف لغير المدخنين:', 'لغات التحدث:', 'العربية:الإنجليزية:']",Riyadh
105,فندق سويس انترناشونال رويال - الرياض,13 كلم من المركز, 8.1 ,450,https://booking.com/hotel/sa/swiss-international-royal-riyadh.ar.html?aid=376381&amp;label=bookings-naam-2uTcbFKg71zdecKXPeifzQS267724713972%3Apl%3Ata%3Ap1%3Ap22%2C585%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-299768345418%3Alp9076757%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YV19IumoQ3O5HnTajxNh2ss&amp;sid=ef82b613be80bc9017ec0bbaf97ff9c5&amp;all_sr_blocks=201787203_140325463_2_34_0&amp;checkin=2020-05-19&amp;checkout=2020-05-20&amp;dest_id=900040280&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=6&amp;highlighted_blocks=201787203_140325463_2_34_0&amp;hpos=6&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=201787203_140325463_2_34_0__45000&amp;srepoch=1587115748&amp;srpvid=48c642b25a230062&amp;ucfs=1&amp;from=searchresults,['Family rooms'],"['أنشطة خارجية:مدفأة خارجية:مفروشات خارجية:مرافق للشواء:رسوم إضافية:تراس:', 'الحيوانات الأليفة:الحيوانات الأليفة غير مسموح بها :', 'أنشطة:فعاليات رياضية حية (مباشرة):سهرات العشاء بأنماط مميزة:رسوم إضافية:مكتبة:', 'مأكولات ومشروبات:مقهى في الموقع:شوكولاته أو بسكويت:رسوم إضافية:فواكه:زجاجة مياه:بوفيه مناسب للأطفال:وجبات أطفال:رسوم إضافية:قوائم النظام الغذائي الخاص (عند الطلب):خدمة فطور في الغرفة:مطعم:', 'إنترنت:', 'موقف سيارات:', 'يتوفر موقف مجاني و خاص للسيارت في الموقع (لا يُطلب الحجز المسبق).:موقف للسيارات ملائم لذوي الاحتياجات الخاصة:مرآب للسيارات:موقف للسيارات في الشارع:موقف آمن للسيارات:', 'وسائل نقل:النقل إلى المطار:رسوم إضافية:النقل من المطار:رسوم إضافية:', 'مرافق العافية:مسبح:مسبح:غرف تغيير الملابس في مركز اللياقة البدنية / السبا:اللياقة البدنية:مساج الجسم بالكامل:مساج اليدين:مساج الأقدام:مساج الرقبة:مساج الظهر:باقات عافية / سبا:حمام أقدام:صالة سبا / منطقة استرخاء:غرفة بخار:مرافق سبا:مسبح بغطاء:مناشف المسبح / الشاطئ:مسبح بمياه دافئة:مسبح مع إطلالة:حمّام عام:مسبح داخلي (طوال العام):مسبح داخلي:حوض استحمام ساخن/جاكوزي:مساج:رسوم إضافية:مركز عافية وسبا:مركز للياقة البدنية:ساونا:', 'خدمات استقبال:خزائن:تسجيل وصول / مغادرة خاص:خدمة كونسيرج:تخزين الأمتعة:تحويل العملات:تسجيل سريع للوصول والمغادرة:مكتب استقبال على مدار 24 ساعة:', 'خدمات عائلية وترفيهية:شبكات تلفزيون للأطفال:', 'خدمات تنظيف:خدمة تنظيف يومية:ضاغط للسراويل:رسوم إضافية:تلميع الأحذية:خدمة كي الملابس:رسوم إضافية:التنظيف الجاف للملابس:رسوم إضافية:مرافق غسيل الملابس:رسوم إضافية:', 'مرافق أعمال:فاكس / نسخ مستندات:رسوم إضافية:مركز أعمال:رسوم إضافية:قاعات اجتماعات / ولائم:رسوم إضافية:', 'الحماية\t:طفايات حريق:كاميرات دوائر تلفزيونية مغلقة خارج مكان الإقامة:كاميرات دوائر تلفزيونية مغلقة في المناطق المشتركة:أجهزة إنذار الدخان:جرس الإنذار:أمن على مدار الساعة:صندوق الأمانات:', 'عام:خدمة نقل:صالة مشتركة / منطقة تلفزيون:خدمة نقل من وإلى المطار (رسوم إضافية):خدمة نقل ذهاباً وإياباً (رسوم إضافية):تكييف:تدفئة:استئجار سيارات:وجبات غداء مرزومة:غرف عازلة للصوت:مصعد:جناح العرسان:مرافق غرف كبار الشخصيات:غرف عائلية:مرافق لذوي الاحتياجات الخاصة:غرف لغير المدخنين:صحف:خدمة الغرف:', 'لغات التحدث:', 'العربية:الإنجليزية:الأردوية:الصينية:']",Riyadh
106,بلازا ان العليا,1.8 كلم من المركز, 6.6 ,261,https://booking.com/hotel/sa/ossuo-uossop-o-osso-o1-ossuo1uuoss.ar.html?aid=376381&amp;label=bookings-naam-2uTcbFKg71zdecKXPeifzQS267724713972%3Apl%3Ata%3Ap1%3Ap22%2C585%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-299768345418%3Alp9076757%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YV19IumoQ3O5HnTajxNh2ss&amp;sid=ef82b613be80bc9017ec0bbaf97ff9c5&amp;all_sr_blocks=72511002_167334557_2_2_0&amp;checkin=2020-05-19&amp;checkout=2020-05-20&amp;dest_id=900040280&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=7&amp;highlighted_blocks=72511002_167334557_2_2_0&amp;hpos=7&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=72511002_167334557_2_2_0__26100&amp;srepoch=1587115748&amp;srpvid=48c642b25a230062&amp;ucfs=1&amp;from=searchresults,['Free WiFi'],"['الحيوانات الأليفة:الحيوانات الأليفة غير مسموح بها :', 'مأكولات ومشروبات:مقهى في الموقع:شوكولاته أو بسكويت:رسوم إضافية:فواكه:رسوم إضافية:زجاجة مياه:رسوم إضافية:بار الوجبات الخفيفة:خدمة فطور في الغرفة:مطعم:', 'إنترنت:', 'موقف سيارات:', 'يتوفر موقف مجاني و خاص للسيارت في الموقع (لا يُطلب الحجز المسبق).:', 'مرافق العافية:مساج الجسم بالكامل:مساج اليدين:مساج الرأس:مساج الأقدام:مساج الرقبة:مساج الظهر:حمام (بخار):رسوم إضافية:مساج:رسوم إضافية:مركز عافية وسبا:رسوم إضافية:مركز للياقة البدنية:ساونا:رسوم إضافية:', 'خدمات استقبال:خزائن:خدمة كونسيرج:تخزين الأمتعة:تحويل العملات:تسجيل سريع للوصول والمغادرة:مكتب استقبال على مدار 24 ساعة:', 'خدمات تنظيف:خدمة تنظيف يومية:خدمة كي الملابس:رسوم إضافية:التنظيف الجاف للملابس:رسوم إضافية:مرافق غسيل الملابس:رسوم إضافية:', 'مرافق أعمال:فاكس / نسخ مستندات:مركز أعمال:', 'الحماية\t:صندوق الأمانات:', 'عام:خدمة توصيل البقالة:ميني ماركت في الموقع:خدمة نقل من وإلى المطار (رسوم إضافية):تكييف:ممنوع  التدخين في كل الأماكن:غرفة خالية من مسببات الحساسية:محلات تجارية (في الموقع):تدفئة:استئجار سيارات:مصلى / مزار:مصعد:جناح العرسان:غرف عائلية:مرافق لذوي الاحتياجات الخاصة:غرف لغير المدخنين:صحف:خدمة الغرف:', 'لغات التحدث:', 'العربية:الإنجليزية:الفرنسية:الهندية:الروسية:']",Riyadh
107,فندق كورال العليا,2.7 كلم من المركز, 7.6 ,229,https://booking.com/hotel/sa/coral-olaya.ar.html?aid=376381&amp;label=bookings-naam-2uTcbFKg71zdecKXPeifzQS267724713972%3Apl%3Ata%3Ap1%3Ap22%2C585%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-299768345418%3Alp9076757%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YV19IumoQ3O5HnTajxNh2ss&amp;sid=ef82b613be80bc9017ec0bbaf97ff9c5&amp;all_sr_blocks=29989706_239856273_0_42_0&amp;checkin=2020-05-19&amp;checkout=2020-05-20&amp;dest_id=900040280&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=8&amp;highlighted_blocks=29989706_239856273_0_42_0&amp;hpos=8&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=29989706_239856273_0_42_0__22900&amp;srepoch=1587115748&amp;srpvid=48c642b25a230062&amp;ucfs=1&amp;from=searchresults,['Non-smoking rooms'],"['أنشطة خارجية:مفروشات خارجية:', 'الحيوانات الأليفة:الحيوانات الأليفة غير مسموح بها :', 'مأكولات ومشروبات:مقهى في الموقع:فواكه:زجاجة مياه:خدمة فطور في الغرفة:مطعم:', 'إنترنت:', 'موقف سيارات:', 'يتوفر موقف مجاني و عام للسيارت في الموقع (لا يُطلب الحجز المسبق).:موقف للسيارات ملائم لذوي الاحتياجات الخاصة:مرآب للسيارات:موقف للسيارات في الشارع:موقف آمن للسيارات:', 'وسائل نقل:النقل إلى المطار:رسوم إضافية:النقل من المطار:رسوم إضافية:', 'مرافق العافية:مركز للياقة البدنية:', 'خدمات استقبال:تخزين الأمتعة:خدمة حجز التذاكر:تحويل العملات:تسجيل سريع للوصول والمغادرة:مكتب استقبال على مدار 24 ساعة:', 'خدمات تنظيف:خدمة تنظيف يومية:تلميع الأحذية:خدمة كي الملابس:التنظيف الجاف للملابس:رسوم إضافية:مرافق غسيل الملابس:رسوم إضافية:', 'مرافق أعمال:فاكس / نسخ مستندات:مركز أعمال:قاعات اجتماعات / ولائم:رسوم إضافية:', 'الحماية\t:صندوق الأمانات:', 'عام:خدمة نقل:خدمة نقل من وإلى المطار (رسوم إضافية):خدمة نقل ذهاباً وإياباً (رسوم إضافية):تكييف:تدفئة:استئجار سيارات:مصعد:جناح العرسان:مرافق غرف كبار الشخصيات:غرف عائلية:غرف لغير المدخنين:صحف:خدمة الغرف:', 'لغات التحدث:', 'العربية:الألمانية:الإنجليزية:الهندية:الهولندية:الروسية:الفلبينية:الأردوية:']",Riyadh
108,تالين العقيق للأجنحة الفندقية,10 كلم من المركز, 7.4 ,170,https://booking.com/hotel/sa/taleen-alaqiq-aparthotel.ar.html?aid=376381&amp;label=bookings-naam-2uTcbFKg71zdecKXPeifzQS267724713972%3Apl%3Ata%3Ap1%3Ap22%2C585%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-299768345418%3Alp9076757%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YV19IumoQ3O5HnTajxNh2ss&amp;sid=ef82b613be80bc9017ec0bbaf97ff9c5&amp;all_sr_blocks=139205201_195334299_0_0_0&amp;checkin=2020-05-19&amp;checkout=2020-05-20&amp;dest_id=900040280&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=9&amp;highlighted_blocks=139205201_195334299_0_0_0&amp;hpos=9&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=139205201_195334299_0_0_0__17000&amp;srepoch=1587115748&amp;srpvid=48c642b25a230062&amp;ucfs=1&amp;from=searchresults,['Facilities for disabled guests'],"['الحيوانات الأليفة:الحيوانات الأليفة غير مسموح بها :', 'مأكولات ومشروبات:خدمة توصيل البقالة:خدمة الغرف:', 'إنترنت:', 'موقف سيارات:', 'يتوفر موقف مجاني و خاص للسيارت في الموقع (لا يُطلب الحجز المسبق).:', 'خدمات استقبال:تخزين الأمتعة:مكتب استقبال على مدار 24 ساعة:', 'مناطق عامة:صالة مشتركة / منطقة تلفزيون:', 'خدمات تنظيف:خدمة تنظيف يومية:رسوم إضافية:خدمة كي الملابس:رسوم إضافية:التنظيف الجاف للملابس:رسوم إضافية:', 'الحماية\t:صندوق الأمانات:', 'متفرقات:تكييف:ممنوع  التدخين في كل الأماكن:تدفئة:مصعد:غرف عائلية:مرافق لذوي الاحتياجات الخاصة:']",Riyadh
109,Spectrums Hotel Riyadh,650 متر من المركز, 7.7 ,388,https://booking.com/hotel/sa/copthorne-riyadh.ar.html?aid=376381&amp;label=bookings-naam-2uTcbFKg71zdecKXPeifzQS267724713972%3Apl%3Ata%3Ap1%3Ap22%2C585%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-299768345418%3Alp9076757%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YV19IumoQ3O5HnTajxNh2ss&amp;sid=ef82b613be80bc9017ec0bbaf97ff9c5&amp;all_sr_blocks=169402302_246817357_2_33_0&amp;checkin=2020-05-19&amp;checkout=2020-05-20&amp;dest_id=900040280&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=10&amp;highlighted_blocks=169402302_246817357_2_33_0&amp;hpos=10&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=169402302_246817357_2_33_0__38800&amp;srepoch=1587115748&amp;srpvid=48c642b25a230062&amp;ucfs=1&amp;from=searchresults,['Room service'],"['أنشطة خارجية:مفروشات خارجية:تراس التشمس:تراس:حديقة:', 'الحيوانات الأليفة:الحيوانات الأليفة غير مسموح بها :', 'مأكولات ومشروبات:مقهى في الموقع:شوكولاته أو بسكويت:رسوم إضافية:فواكه:رسوم إضافية:زجاجة مياه:رسوم إضافية:وجبات أطفال:رسوم إضافية:قوائم النظام الغذائي الخاص (عند الطلب):بار الوجبات الخفيفة:خدمة فطور في الغرفة:مطعم:', 'إنترنت:', 'سهولة الوصول:التوجيه السمعي:مساعدات بصرية: علامات باللمس:حبل طوارئ في الحمّام:حوض منخفض:مرحاض بمقابض:ملائمة لمستخدمي الكراسي المتحركة:', 'موقف سيارات:', 'يتوفر موقف مجاني و خاص للسيارت في الموقع (يُطلب الحجز المسبق).:موقف للسيارات ملائم لذوي الاحتياجات الخاصة:مرآب للسيارات:موقف للسيارات في الشارع:موقف آمن للسيارات:', 'مرافق العافية:مسبح:مسبح:اللياقة البدنية:مظلات شمسية:مناشف المسبح / الشاطئ:مسبح على السطح:مسبح خارجي (طوال العام):مسبح خارجي:مركز للياقة البدنية:', 'خدمات استقبال:خزائن:خدمة كونسيرج:تخزين الأمتعة:تحويل العملات:تسجيل سريع للوصول والمغادرة:مكتب استقبال على مدار 24 ساعة:', 'خدمات عائلية وترفيهية:شبكات تلفزيون للأطفال:', 'خدمات تنظيف:خدمة تنظيف يومية:ضاغط للسراويل:رسوم إضافية:خدمة كي الملابس:رسوم إضافية:التنظيف الجاف للملابس:رسوم إضافية:مرافق غسيل الملابس:رسوم إضافية:', 'مرافق أعمال:فاكس / نسخ مستندات:رسوم إضافية:مركز أعمال:قاعات اجتماعات / ولائم:رسوم إضافية:', 'الحماية\t:طفايات حريق:كاميرات دوائر تلفزيونية مغلقة في المناطق المشتركة:أجهزة إنذار الدخان:جرس الإنذار:أمن على مدار الساعة:صندوق الأمانات:', 'عام:بالغين فقط:صالة مشتركة / منطقة تلفزيون:مكان مخصص للتدخين:تكييف:ممنوع  التدخين في كل الأماكن:تدفئة:استئجار سيارات:وجبات غداء مرزومة:غرف عازلة للصوت:مصعد:جناح العرسان:مرافق غرف كبار الشخصيات:مرافق لذوي الاحتياجات الخاصة:غرف لغير المدخنين:خدمة الغرف:', 'لغات التحدث:', 'العربية:الإنجليزية:الإسبانية:الفرنسية:الهندية:الأردوية:']",Riyadh
110,برج الحياة للاجنحه الفندقيه العليا,2.3 كلم من المركز, 7.8 ,289,https://booking.com/hotel/sa/burj-al-hayat-furnished-suites.ar.html?aid=376381&amp;label=bookings-naam-2uTcbFKg71zdecKXPeifzQS267724713972%3Apl%3Ata%3Ap1%3Ap22%2C585%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-299768345418%3Alp9076757%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YV19IumoQ3O5HnTajxNh2ss&amp;sid=ef82b613be80bc9017ec0bbaf97ff9c5&amp;all_sr_blocks=39584158_200971620_0_0_0&amp;checkin=2020-05-19&amp;checkout=2020-05-20&amp;dest_id=900040280&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=11&amp;highlighted_blocks=39584158_200971620_0_0_0&amp;hpos=11&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=39584158_200971620_0_0_0__28900&amp;srepoch=1587115748&amp;srpvid=48c642b25a230062&amp;ucfs=1&amp;from=searchresults,[],"['أنشطة خارجية:مفروشات خارجية:', 'الحيوانات الأليفة:الحيوانات الأليفة غير مسموح بها :', 'أنشطة:كرة الطاولة:بلياردو:', 'مأكولات ومشروبات:مقهى في الموقع:زجاجة مياه:خدمة توصيل البقالة:', 'إنترنت:', 'موقف سيارات:', 'يتوفر موقف مجاني و خاص للسيارت في الموقع (لا يُطلب الحجز المسبق).:موقف للسيارات ملائم لذوي الاحتياجات الخاصة:مرآب للسيارات:موقف للسيارات في الشارع:موقف آمن للسيارات:', 'مرافق العافية:مسبح:مسبح:مسبح أطفال:غرف تغيير الملابس في مركز اللياقة البدنية / السبا:اللياقة البدنية:غرفة بخار:مناشف المسبح / الشاطئ:حمّام عام:مسبح داخلي (موسمي):مركز للياقة البدنية:ساونا:', 'خدمات استقبال:تسجيل وصول / مغادرة خاص:تسجيل سريع للوصول والمغادرة:مكتب استقبال على مدار 24 ساعة:', 'مناطق عامة:مصلى / مزار:', 'خدمات تنظيف:خدمة تنظيف يومية:ضاغط للسراويل:رسوم إضافية:تلميع الأحذية:خدمة كي الملابس:رسوم إضافية:التنظيف الجاف للملابس:رسوم إضافية:مرافق غسيل الملابس:رسوم إضافية:', 'مرافق أعمال:فاكس / نسخ مستندات:', 'الحماية\t:طفايات حريق:', 'متفرقات:مكان مخصص للتدخين:تكييف:ممنوع  التدخين في كل الأماكن:تدفئة:مصعد:جناح العرسان:غرف عائلية:غرف لغير المدخنين:', 'لغات التحدث:', 'العربية:الإنجليزية:']",Riyadh
111,فندق ريف الملز إنترناشونال,5 كلم من المركز, 6.4 ,162,https://booking.com/hotel/sa/tulip-inn-al-reef.ar.html?aid=376381&amp;label=bookings-naam-2uTcbFKg71zdecKXPeifzQS267724713972%3Apl%3Ata%3Ap1%3Ap22%2C585%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-299768345418%3Alp9076757%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YV19IumoQ3O5HnTajxNh2ss&amp;sid=ef82b613be80bc9017ec0bbaf97ff9c5&amp;all_sr_blocks=27987002_206223153_0_2_0&amp;checkin=2020-05-19&amp;checkout=2020-05-20&amp;dest_id=900040280&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=12&amp;highlighted_blocks=27987002_206223153_0_2_0&amp;hpos=12&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=27987002_206223153_0_2_0__16150&amp;srepoch=1587115748&amp;srpvid=48c642b25a230062&amp;ucfs=1&amp;from=searchresults,['Free parking'],"['الحيوانات الأليفة:الحيوانات الأليفة غير مسموح بها :', 'مأكولات ومشروبات:زجاجة مياه:خدمة فطور في الغرفة:', 'إنترنت:', 'موقف سيارات:', 'يتوفر موقف مجاني و عام للسيارت في الموقع (لا يُطلب الحجز المسبق).:', 'خدمات:خدمة توصيل البقالة:تخزين الأمتعة:فاكس / نسخ مستندات:رسوم إضافية:تسجيل سريع للوصول والمغادرة:التنظيف الجاف للملابس:رسوم إضافية:مرافق غسيل الملابس:رسوم إضافية:مكتب استقبال على مدار 24 ساعة:قاعات اجتماعات / ولائم:رسوم إضافية:خدمة الغرف:', 'عام:تكييف:مصعد:غرف عائلية:مرافق لذوي الاحتياجات الخاصة:غرف لغير المدخنين:', 'لغات التحدث:', 'العربية:الإنجليزية:']",Riyadh
