,Hotel_name,Are, Review, price,url,facilities,checklist_facilities,city
1242,سديم الفجر للشقق الفندقية,2 كلم من المركز, 7.5 ,550,https://booking.com/hotel/sa/sadeem-suites.ar.html?aid=376381&amp;label=bookings-naam-2uTcbFKg71zdecKXPeifzQS267724713972%3Apl%3Ata%3Ap1%3Ap22%2C585%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-299768345418%3Alp9076757%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YV19IumoQ3O5HnTajxNh2ss&amp;sid=28efe8b9cf48e3e284bdb60b3bfb2ea0&amp;all_sr_blocks=87651901_190353096_0_0_0&amp;checkin=2020-05-19&amp;checkout=2020-05-20&amp;dest_id=-3093456&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=6&amp;highlighted_blocks=87651901_190353096_0_0_0&amp;hpos=6&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=87651901_190353096_0_0_0__55000&amp;srepoch=1587074158&amp;srpvid=40bf9a379f5100a0&amp;ucfs=1&amp;from=searchresults,['مسبح واحد'],"['الحيوانات الأليفة:الحيوانات الأليفة غير مسموح بها :', 'أنشطة:كرة الطاولة:', 'مأكولات ومشروبات:مقهى في الموقع:شوكولاته أو بسكويت:رسوم إضافية:فواكه:رسوم إضافية:زجاجة مياه:رسوم إضافية:بوفيه مناسب للأطفال:قوائم النظام الغذائي الخاص (عند الطلب):بار الوجبات الخفيفة:مطعم:', 'إنترنت:', 'سهولة الوصول:ملائمة لمستخدمي الكراسي المتحركة:', 'موقف سيارات:', 'يتوفر موقف مجاني و خاص للسيارت في الموقع (لا يُطلب الحجز المسبق).:موقف للسيارات ملائم لذوي الاحتياجات الخاصة:مرآب للسيارات:موقف للسيارات في الشارع:موقف آمن للسيارات:', 'وسائل نقل:النقل إلى المطار:رسوم إضافية:النقل من المطار:رسوم إضافية:', 'مسابح ومرافق عناية بالصحة:مسبح أطفال:اللياقة البدنية:مرافق سبا:مركز للياقة البدنية:ساونا:', 'خدمات استقبال:خزائن:خدمة كونسيرج:مكتب استقبال على مدار 24 ساعة:', 'خدمات تنظيف:خدمة تنظيف يومية:ضاغط للسراويل:رسوم إضافية:تلميع الأحذية:خدمة كي الملابس:رسوم إضافية:التنظيف الجاف للملابس:رسوم إضافية:مرافق غسيل الملابس:رسوم إضافية:', 'مرافق أعمال:فاكس / نسخ مستندات:رسوم إضافية:قاعات اجتماعات / ولائم:رسوم إضافية:', 'الحماية\t:طفايات حريق:كاميرات دوائر تلفزيونية مغلقة خارج مكان الإقامة:كاميرات دوائر تلفزيونية مغلقة في المناطق المشتركة:أجهزة إنذار الدخان:جرس الإنذار:أمن على مدار الساعة:', 'عام:خدمة نقل:ميني ماركت في الموقع:صالة مشتركة / منطقة تلفزيون:خدمة نقل من وإلى المطار (رسوم إضافية):خدمة نقل ذهاباً وإياباً (رسوم إضافية):تكييف:ممنوع  التدخين في كل الأماكن:محلات تجارية (في الموقع):تدفئة:وجبات غداء مرزومة:مصلى / مزار:غرف عازلة للصوت:مصعد:جناح العرسان:غرف عائلية:مرافق لذوي الاحتياجات الخاصة:غرف لغير المدخنين:خدمة الغرف:', 'لغات التحدث:', 'العربية:الإنجليزية:الفرنسية:الهندية:الأردوية:']",Taif
1243,انتركونتيننتال الطائف,12 كلم من المركز, 8.0 ,882,https://booking.com/hotel/sa/intercontinental-taif.ar.html?aid=376381&amp;label=bookings-naam-2uTcbFKg71zdecKXPeifzQS267724713972%3Apl%3Ata%3Ap1%3Ap22%2C585%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-299768345418%3Alp9076757%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YV19IumoQ3O5HnTajxNh2ss&amp;sid=28efe8b9cf48e3e284bdb60b3bfb2ea0&amp;all_sr_blocks=18490008_251338668_0_42_0&amp;checkin=2020-05-19&amp;checkout=2020-05-20&amp;dest_id=-3093456&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=7&amp;highlighted_blocks=18490008_251338668_0_42_0&amp;hpos=7&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=18490008_251338668_0_42_0__88150&amp;srepoch=1587074158&amp;srpvid=40bf9a379f5100a0&amp;ucfs=1&amp;from=searchresults,['واي فاي مجاني'],"['أنشطة خارجية:مرافق للشواء:تراس:حديقة:', 'الحيوانات الأليفة:الحيوانات الأليفة غير مسموح بها :', 'أنشطة:جولة أو حلقة حول الثقافة المحلية:رسوم إضافية:سهرات العشاء بأنماط مميزة:رسوم إضافية:معدات تنس:رسوم إضافية:ركوب الدراجات:بلياردو:ملعب للأطفال:ملعب تنس:', 'مأكولات ومشروبات:مقهى في الموقع:شوكولاته أو بسكويت:رسوم إضافية:فواكه:رسوم إضافية:زجاجة مياه:رسوم إضافية:قوائم النظام الغذائي الخاص (عند الطلب):مطعم:', 'إنترنت:', 'موقف سيارات:', 'يتوفر موقف مجاني و خاص للسيارت في الموقع (لا يُطلب الحجز المسبق).:موقف للسيارات ملائم لذوي الاحتياجات الخاصة:موقف آمن للسيارات:', 'مرافق العافية:مسبح:رسوم إضافية:مسبح:رسوم إضافية:مسبح أطفال:غرف تغيير الملابس في مركز اللياقة البدنية / السبا:مدرب شخصي:اللياقة البدنية:صالة سبا / منطقة استرخاء:غرفة بخار:مرافق سبا:كراسي شاطئ أو كراسي استرخاء:مسبح بمياه دافئة:مسبح داخلي (طوال العام):رسوم إضافية:مسبح داخلي:رسوم إضافية:حمام (بخار):حوض استحمام ساخن/جاكوزي:مساج:مركز عافية وسبا:مركز للياقة البدنية:ساونا:', 'وسائل نقل:النقل إلى المطار:رسوم إضافية:النقل من المطار:رسوم إضافية:', 'خدمات استقبال:خزائن:تسجيل وصول / مغادرة خاص:خدمة كونسيرج:صراف آلي في الموقع:مكتب الجولات السياحية:تحويل العملات:تسجيل سريع للوصول والمغادرة:مكتب استقبال على مدار 24 ساعة:', 'خدمات عائلية وترفيهية:شبكات تلفزيون للأطفال:معدات ألعاب خارجية للأطفال:منطقة ألعاب داخلية:', 'خدمات تنظيف:خدمة تنظيف يومية:تلميع الأحذية:خدمة كي الملابس:التنظيف الجاف للملابس:مرافق غسيل الملابس:', 'مرافق أعمال:فاكس / نسخ مستندات:مركز أعمال:قاعات اجتماعات / ولائم:', 'الحماية\t:طفايات حريق:كاميرات دوائر تلفزيونية مغلقة خارج مكان الإقامة:كاميرات دوائر تلفزيونية مغلقة في المناطق المشتركة:أجهزة إنذار الدخان:جرس الإنذار:أمن على مدار الساعة:صندوق الأمانات:', 'عام:خدمة نقل:الواي فاي مقابل رسوم:بالغين فقط:خدمة نقل من وإلى المطار (رسوم إضافية):خدمة نقل ذهاباً وإياباً (رسوم إضافية):مكان مخصص للتدخين:تكييف:محلات تجارية (في الموقع):تدفئة:استئجار سيارات:محلات هدايا:مصعد:مرافق غرف كبار الشخصيات:صالون حلاقة / تجميل:مرافق لذوي الاحتياجات الخاصة:غرف لغير المدخنين:صحف:خدمة الغرف:', 'لغات التحدث:', 'العربية:الإنجليزية:الهندية:']",Taif
1244,OYO 243 Arkan Hotel Taif,4.5 كلم من المركز, 6.1 ,111,https://booking.com/hotel/sa/rkn-lty-f-llwhdt-lskny.ar.html?aid=376381&amp;label=bookings-naam-2uTcbFKg71zdecKXPeifzQS267724713972%3Apl%3Ata%3Ap1%3Ap22%2C585%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-299768345418%3Alp9076757%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YV19IumoQ3O5HnTajxNh2ss&amp;sid=28efe8b9cf48e3e284bdb60b3bfb2ea0&amp;all_sr_blocks=434989403_187076428_2_0_0&amp;checkin=2020-05-19&amp;checkout=2020-05-20&amp;dest_id=-3093456&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=8&amp;highlighted_blocks=434989403_187076428_2_0_0&amp;hpos=8&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=434989403_187076428_2_0_0__11149&amp;srepoch=1587074158&amp;srpvid=40bf9a379f5100a0&amp;ucfs=1&amp;from=searchresults,['مواقف سيارات مجانية'],"['الحيوانات الأليفة:الحيوانات الأليفة غير مسموح بها :', 'إنترنت:', 'موقف سيارات:', 'يتوفر موقف مجاني و خاص للسيارت في الموقع (لا يُطلب الحجز المسبق).:موقف آمن للسيارات:', 'خدمات استقبال:مكتب استقبال على مدار 24 ساعة:', 'خدمات تنظيف:خدمة تنظيف يومية:التنظيف الجاف للملابس:رسوم إضافية:', 'الحماية\t:طفايات حريق:كاميرات دوائر تلفزيونية مغلقة خارج مكان الإقامة:كاميرات دوائر تلفزيونية مغلقة في المناطق المشتركة:', 'متفرقات:مكان مخصص للتدخين:تكييف:مصعد:غرف عائلية:']",Taif
1245,Almasa Chalet,25 كلم من المركز, 7.8 ,800,https://booking.com/hotel/sa/shlyh-lmsh.ar.html?aid=376381&amp;label=bookings-naam-2uTcbFKg71zdecKXPeifzQS267724713972%3Apl%3Ata%3Ap1%3Ap22%2C585%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-299768345418%3Alp9076757%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YV19IumoQ3O5HnTajxNh2ss&amp;sid=28efe8b9cf48e3e284bdb60b3bfb2ea0&amp;all_sr_blocks=504377401_172947639_10_0_0&amp;checkin=2020-05-19&amp;checkout=2020-05-20&amp;dest_id=-3093456&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=9&amp;highlighted_blocks=504377401_172947639_10_0_0&amp;hpos=9&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=504377401_172947639_10_0_0__80000&amp;srepoch=1587074158&amp;srpvid=40bf9a379f5100a0&amp;ucfs=1&amp;from=searchresults,[],"['موقف سيارات:', 'يتوفر موقف مجاني و خاص للسيارت في الموقع (لا يُطلب الحجز المسبق).:مرآب للسيارات:موقف للسيارات في الشارع:موقف آمن للسيارات:', 'إنترنت:لا تتوفر خدمة الإنترنت :', 'مطبخ:طاولة طعام:أدوات مطبخ:غلاية كهربائية:غسالة ملابس:ثلاجة:', 'غرفة نوم:خزانة:', 'حمّام:شطافة:نعال:حوض استحمام:دش:دش:ورق حمام:بياضات أسرّة:مرحاض إضافي:حوض استحمام أو دش:حمام خاص:مرحاض:حمّام مشترك:', 'منطقة معيشة:منطقة لتناول الطعام:أريكة:منطقة جلوس:', 'ميديا وتكنولوجيا:تلفزيون بشاشة مسطحة:قنوات كابل:قنوات فضائية:تلفزيون:قنوات مدفوعة:', 'مرافق الغرفة:عازل للصوت:مروحة:حوض استحمام ساخن:وسادة طبيّة:وسادة بدون ريش:مقبس بجانب السرير:سلات نفايات:مسبح للاسترخاء:مسبح غير متناهي:سرير أريكة:مضادة للحساسية:بلاط / أرضية رخامية:مدخل خاص:تتوفر غرفة / غرف متصلة:أرض مغطاة بالسجاد:', 'الحيوانات الأليفة:الحيوانات الأليفة غير مسموح بها :', 'سهولة الوصول:حوض منخفض:مرحاض بمستوى مرتفع:دش ملائم لذوي الاحتياجات الخاصة:', 'أنشطة خارجية:منطقة طعام خارجية:أثاث خارجي:مسبح خاص:باحة:حديقة:', 'مناطق عامة:غرفة ألعاب:', 'مرافق العافية:مسبح:مسبح:سياج حول المسبح:مسبح غير عميق:مسبح مع إطلالة:حمّام عام:مسبح داخلي (طوال العام):مسبح داخلي:', 'الخدمات والإضافات:إمكانية الدخول إلى الصالة التنفيذية:', 'سمات المبنى:شبه منفصل:منفصل:', 'أنشطة خارجية وإطلالات:إطلالة على فناء داخلي:إطلالة على المسبح:إطلالة على الحديقة:إطلالة:', 'خدمات عائلية وترفيهية:بوابات سلامة للأطفال:مقابس محمية للأطفال:', 'متفرقات:تكييف:غرف عازلة للصوت:غرف عائلية:غرف لغير المدخنين:']",Taif
1246,اويو 176 فندق سفاري الهدا,1.5 كلم من المركز, 6.5 ,102,https://booking.com/hotel/sa/fndq-lhd-sfry.ar.html?aid=376381&amp;label=bookings-naam-2uTcbFKg71zdecKXPeifzQS267724713972%3Apl%3Ata%3Ap1%3Ap22%2C585%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-299768345418%3Alp9076757%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YV19IumoQ3O5HnTajxNh2ss&amp;sid=28efe8b9cf48e3e284bdb60b3bfb2ea0&amp;all_sr_blocks=323054911_175714475_2_0_0&amp;checkin=2020-05-19&amp;checkout=2020-05-20&amp;dest_id=-3093456&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=10&amp;highlighted_blocks=323054911_175714475_2_0_0&amp;hpos=10&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=323054911_175714475_2_0_0__10200&amp;srepoch=1587074158&amp;srpvid=40bf9a379f5100a0&amp;ucfs=1&amp;from=searchresults,['خدمة نقل المطار'],"['الحيوانات الأليفة:الحيوانات الأليفة غير مسموح بها :', 'إنترنت:', 'سهولة الوصول:ملائمة لمستخدمي الكراسي المتحركة:', 'موقف سيارات:', 'يتوفر موقف مجاني و خاص للسيارت في الموقع (لا يُطلب الحجز المسبق).:', 'خدمات:خدمة تنظيف يومية:خدمة كي الملابس:رسوم إضافية:خدمة الغرف:', 'الحماية\t:طفايات حريق:كاميرات دوائر تلفزيونية مغلقة في المناطق المشتركة:', 'عام:مصعد:غرف عائلية:مرافق لذوي الاحتياجات الخاصة:غرف لغير المدخنين:', 'لغات التحدث:', 'العربية:الهندية:']",Taif
1247,OYO 472 Sweet Rooms,8 كلم من المركز,7.6,84,https://booking.com/hotel/sa/oyo-472-sweet-rooms.ar.html?aid=376381&amp;label=bookings-naam-2uTcbFKg71zdecKXPeifzQS267724713972%3Apl%3Ata%3Ap1%3Ap22%2C585%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-299768345418%3Alp9076757%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YV19IumoQ3O5HnTajxNh2ss&amp;sid=28efe8b9cf48e3e284bdb60b3bfb2ea0&amp;all_sr_blocks=638496502_253213025_2_0_0&amp;checkin=2020-05-19&amp;checkout=2020-05-20&amp;dest_id=-3093456&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=11&amp;highlighted_blocks=638496502_253213025_2_0_0&amp;hpos=11&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=638496502_253213025_2_0_0__8398&amp;srepoch=1587074158&amp;srpvid=40bf9a379f5100a0&amp;ucfs=1&amp;from=searchresults,['غرف عائلية'],"['الحيوانات الأليفة:الحيوانات الأليفة غير مسموح بها :', 'مأكولات ومشروبات:زجاجة مياه:', 'إنترنت:', 'موقف سيارات:', 'يتوفر موقف مجاني و خاص للسيارت في مكان قريب من الفندق (الحجزغير ممكن).:موقف آمن للسيارات:', 'خدمات:خدمة تنظيف يومية:مكتب استقبال على مدار 24 ساعة:خدمة الغرف:', 'الحماية\t:طفايات حريق:كاميرات دوائر تلفزيونية مغلقة خارج مكان الإقامة:كاميرات دوائر تلفزيونية مغلقة في المناطق المشتركة:جرس الإنذار:', 'عام:تكييف:مصعد:غرف عائلية:مرافق لذوي الاحتياجات الخاصة:غرف لغير المدخنين:', 'لغات التحدث:', 'العربية:الإنجليزية:']",Taif
1248,أويو  286أنهار الطائف للوحدات السكنية,3.8 كلم من المركز, 5.1 ,171,https://booking.com/hotel/sa/anhaar-altaif.ar.html?aid=376381&amp;label=bookings-naam-2uTcbFKg71zdecKXPeifzQS267724713972%3Apl%3Ata%3Ap1%3Ap22%2C585%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-299768345418%3Alp9076757%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YV19IumoQ3O5HnTajxNh2ss&amp;sid=28efe8b9cf48e3e284bdb60b3bfb2ea0&amp;all_sr_blocks=181501705_211811713_2_0_0&amp;checkin=2020-05-19&amp;checkout=2020-05-20&amp;dest_id=-3093456&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=12&amp;highlighted_blocks=181501705_211811713_2_0_0&amp;hpos=12&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=181501705_211811713_2_0_0__17079&amp;srepoch=1587074158&amp;srpvid=40bf9a379f5100a0&amp;ucfs=1&amp;from=searchresults,[],"['الحيوانات الأليفة:الحيوانات الأليفة  مسموح بها عند الطلب، ويمكن أن تحمل رسوماً إضافية:', 'إنترنت:', 'موقف سيارات:', 'يتوفر موقف مجاني و خاص للسيارت في الموقع (لا يُطلب الحجز المسبق).:موقف للسيارات في الشارع:', 'خدمات استقبال:مكتب استقبال على مدار 24 ساعة:', 'خدمات تنظيف:خدمة تنظيف يومية:', 'الحماية\t:طفايات حريق:كاميرات دوائر تلفزيونية مغلقة خارج مكان الإقامة:كاميرات دوائر تلفزيونية مغلقة في المناطق المشتركة:جرس الإنذار:', 'متفرقات:تكييف:مصعد:غرف عائلية:', 'لغات التحدث:', 'العربية:الإنجليزية:الهندية:']",Taif
1249,أويو 279 جوهرة الطايف,4.7 كلم من المركز, 8.3 ,274,https://booking.com/hotel/sa/oyo-279-joahrat-al-taif.ar.html?aid=376381&amp;label=bookings-naam-2uTcbFKg71zdecKXPeifzQS267724713972%3Apl%3Ata%3Ap1%3Ap22%2C585%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-299768345418%3Alp9076757%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YV19IumoQ3O5HnTajxNh2ss&amp;sid=28efe8b9cf48e3e284bdb60b3bfb2ea0&amp;all_sr_blocks=540490001_193653696_2_0_0&amp;checkin=2020-05-19&amp;checkout=2020-05-20&amp;dest_id=-3093456&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=13&amp;highlighted_blocks=540490001_193653696_2_0_0&amp;hpos=13&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=540490001_193653696_2_0_0__27355&amp;srepoch=1587074158&amp;srpvid=40bf9a379f5100a0&amp;ucfs=1&amp;from=searchresults,['واي فاي مجاني'],"['الحيوانات الأليفة:الحيوانات الأليفة غير مسموح بها :', 'إنترنت:', 'موقف سيارات:', 'تتوفر خيارات مواقف السيارات:موقف للسيارات في الشارع:', 'خدمات:خدمة تنظيف يومية:مكتب استقبال على مدار 24 ساعة:', 'الحماية\t:طفايات حريق:كاميرات دوائر تلفزيونية مغلقة في المناطق المشتركة:جرس الإنذار:', 'عام:مكان مخصص للتدخين:تكييف:مصعد:غرف عائلية:', 'لغات التحدث:', 'العربية:الإنجليزية:الهندية:']",Taif
1250,فندق كيان الطائف,3.4 كلم من المركز, 8.7 ,315,https://booking.com/hotel/sa/kyn-lty-f-llwhdt-lskny.ar.html?aid=376381&amp;label=bookings-naam-2uTcbFKg71zdecKXPeifzQS267724713972%3Apl%3Ata%3Ap1%3Ap22%2C585%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-299768345418%3Alp9076757%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YV19IumoQ3O5HnTajxNh2ss&amp;sid=28efe8b9cf48e3e284bdb60b3bfb2ea0&amp;all_sr_blocks=556085011_232025449_2_0_0&amp;checkin=2020-05-19&amp;checkout=2020-05-20&amp;dest_id=-3093456&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=14&amp;highlighted_blocks=556085011_232025449_2_0_0&amp;hpos=14&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=556085011_232025449_2_0_0__31509&amp;srepoch=1587074158&amp;srpvid=40bf9a379f5100a0&amp;ucfs=1&amp;from=searchresults,['مواقف سيارات مجانية'],"['أنشطة خارجية:تراس:', 'الحيوانات الأليفة:الحيوانات الأليفة غير مسموح بها :', 'مأكولات ومشروبات:بار:', 'إنترنت:', 'سهولة الوصول:التوجيه السمعي:مساعدات بصرية: علامات باللمس:مساعدات بصرية: برايل:حبل طوارئ في الحمّام:حوض منخفض:مرحاض بمستوى مرتفع:مرحاض بمقابض:ملائمة لمستخدمي الكراسي المتحركة:', 'موقف سيارات:', 'يتوفر موقف مجاني و خاص للسيارت في الموقع (لا يُطلب الحجز المسبق).:موقف للسيارات ملائم لذوي الاحتياجات الخاصة:مرآب للسيارات:موقف للسيارات في الشارع:موقف آمن للسيارات:', 'خدمات:خزائن:جناح العرسان:مرافق غرف كبار الشخصيات:خدمة نقل المطار:مكتب استقبال على مدار 24 ساعة:خدمة الغرف:', 'الحماية\t:طفايات حريق:أجهزة إنذار الدخان:جرس الإنذار:أمن على مدار الساعة:', 'عام:مكان مخصص للتدخين:تكييف:ممنوع  التدخين في كل الأماكن:غرفة خالية من مسببات الحساسية:غرف عازلة للصوت:مصعد:غرف عائلية:مرافق لذوي الاحتياجات الخاصة:غرف لغير المدخنين:', 'لغات التحدث:', 'العربية:الإنجليزية:']",Taif
1251,OYO 212 Zahrat Al Jal,4.2 كلم من المركز, 5.9 ,100,https://booking.com/hotel/sa/oyo-212-zahrat-al-jal.ar.html?aid=376381&amp;label=bookings-naam-2uTcbFKg71zdecKXPeifzQS267724713972%3Apl%3Ata%3Ap1%3Ap22%2C585%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-299768345418%3Alp9076757%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YV19IumoQ3O5HnTajxNh2ss&amp;sid=28efe8b9cf48e3e284bdb60b3bfb2ea0&amp;all_sr_blocks=497160701_167573020_2_0_0&amp;checkin=2020-05-19&amp;checkout=2020-05-20&amp;dest_id=-3093456&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=15&amp;highlighted_blocks=497160701_167573020_2_0_0&amp;hpos=15&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=497160701_167573020_2_0_0__10041&amp;srepoch=1587074158&amp;srpvid=40bf9a379f5100a0&amp;ucfs=1&amp;from=searchresults,['خدمة نقل المطار'],"['الحيوانات الأليفة:الحيوانات الأليفة غير مسموح بها :', 'مأكولات ومشروبات:خدمة الغرف:', 'إنترنت:', 'موقف سيارات:', 'يتوفر موقف مجاني و خاص للسيارت في مكان قريب من الفندق (لا يُطلب الحجز المسبق).:موقف للسيارات في الشارع:', 'خدمات استقبال:مكتب استقبال على مدار 24 ساعة:', 'خدمات تنظيف:خدمة تنظيف يومية:', 'الحماية\t:طفايات حريق:كاميرات دوائر تلفزيونية مغلقة في المناطق المشتركة:أجهزة إنذار الدخان:', 'متفرقات:تكييف:ممنوع  التدخين في كل الأماكن:غرف عازلة للصوت:مصعد:غرف عائلية:مرافق لذوي الاحتياجات الخاصة:غرف لغير المدخنين:', 'لغات التحدث:', 'العربية:الإنجليزية:']",Taif
1252,أويو 287 فندق الهملول,9 كلم من المركز, 7.8 ,158,https://booking.com/hotel/sa/al-hamlol-furnished-units.ar.html?aid=376381&amp;label=bookings-naam-2uTcbFKg71zdecKXPeifzQS267724713972%3Apl%3Ata%3Ap1%3Ap22%2C585%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-299768345418%3Alp9076757%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YV19IumoQ3O5HnTajxNh2ss&amp;sid=28efe8b9cf48e3e284bdb60b3bfb2ea0&amp;all_sr_blocks=253028103_212950211_2_0_0&amp;checkin=2020-05-19&amp;checkout=2020-05-20&amp;dest_id=-3093456&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=16&amp;highlighted_blocks=253028103_212950211_2_0_0&amp;hpos=16&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=253028103_212950211_2_0_0__15814&amp;srepoch=1587074158&amp;srpvid=40bf9a379f5100a0&amp;ucfs=1&amp;from=searchresults,['مطعم'],"['الحيوانات الأليفة:الحيوانات الأليفة غير مسموح بها :', 'إنترنت:', 'موقف سيارات:', 'يتوفر موقف مجاني و خاص للسيارت في الموقع (لا يُطلب الحجز المسبق).:موقف للسيارات في الشارع:', 'خدمات استقبال:مكتب استقبال على مدار 24 ساعة:', 'خدمات تنظيف:خدمة تنظيف يومية:', 'الحماية\t:طفايات حريق:كاميرات دوائر تلفزيونية مغلقة خارج مكان الإقامة:كاميرات دوائر تلفزيونية مغلقة في المناطق المشتركة:جرس الإنذار:', 'متفرقات:تكييف:مصعد:غرف عائلية:', 'لغات التحدث:', 'العربية:الإنجليزية:الهندية:']",Taif
1253,الحان للوحدات السكنية,750 متر من المركز, 7.5 ,120,https://booking.com/hotel/sa/alhan-aparthotel.ar.html?aid=376381&amp;label=bookings-naam-2uTcbFKg71zdecKXPeifzQS267724713972%3Apl%3Ata%3Ap1%3Ap22%2C585%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-299768345418%3Alp9076757%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YV19IumoQ3O5HnTajxNh2ss&amp;sid=28efe8b9cf48e3e284bdb60b3bfb2ea0&amp;all_sr_blocks=260680408_229874276_2_0_0&amp;checkin=2020-05-19&amp;checkout=2020-05-20&amp;dest_id=-3093456&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=17&amp;highlighted_blocks=260680408_229874276_2_0_0&amp;hpos=17&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=260680408_229874276_2_0_0__11999&amp;srepoch=1587074158&amp;srpvid=40bf9a379f5100a0&amp;ucfs=1&amp;from=searchresults,['غرف لغير المدخنين'],"['الحيوانات الأليفة:الحيوانات الأليفة غير مسموح بها :', 'مأكولات ومشروبات:خدمة توصيل البقالة:خدمة الغرف:', 'إنترنت:', 'موقف سيارات:', 'يتوفر موقف مجاني و عام للسيارت في الموقع (لا يُطلب الحجز المسبق).:موقف للسيارات في الشارع:موقف آمن للسيارات:', 'وسائل نقل:تذاكر وسائل المواصلات العامة:', 'خدمات استقبال:خزائن:تسجيل سريع للوصول والمغادرة:مكتب استقبال على مدار 24 ساعة:', 'خدمات تنظيف:خدمة تنظيف يومية:', 'مرافق أعمال:فاكس / نسخ مستندات:', 'الحماية\t:طفايات حريق:جرس الإنذار:أمن على مدار الساعة:صندوق الأمانات:', 'متفرقات:تكييف:غرف عازلة للصوت:مصعد:جناح العرسان:غرف عائلية:', 'لغات التحدث:', 'العربية:الإنجليزية:']",Taif
